"SchemeCode","CritCode"
"200,503","4,045"
"200,503","4,049"
"200,503","4,157"
"200,503","4,185"
"200,503","4,195"
"200,503","4,214"
"200,503","5,005"
"200,503","5,025"
"200,504",20
"200,504","4,006"
"200,504","4,045"
"200,504","4,049"
"200,504","4,157"
"200,504","4,185"
"200,504","4,195"
"200,504","4,214"
"200,504","5,005"
"200,504","5,025"
"200,505",21
"200,505","4,006"
"200,505","4,045"
"200,505","4,049"
"200,505","4,157"
"200,505","4,185"
"200,505","4,195"
"200,505","4,214"
"200,505","5,005"
"200,505","5,025"
"200,506",22
"200,506","4,006"
"200,506","4,045"
"200,506","4,049"
"200,506","4,157"
"200,506","4,185"
"200,506","4,195"
"200,506","4,214"
"200,506","5,005"
"200,506","5,025"
"200,507",28
"200,507","4,006"
"200,507","4,045"
"200,507","4,049"
"200,507","4,157"
"200,507","4,185"
"200,507","4,195"
"200,507","4,214"
"200,507","5,005"
"200,507","5,025"
"200,508",24
"200,508","4,006"
"200,508","4,045"
"200,508","4,049"
"200,508","4,157"
"200,508","4,185"
"200,508","4,195"
"200,508","4,214"
"200,508","5,005"
"200,508","5,025"
"200,509",25
"200,509","4,000"
"200,509","5,005"
"200,510",26
"200,510","4,006"
"200,510","4,045"
"200,510","4,049"
"200,510","4,157"
"200,510","4,185"
"200,510","4,195"
"200,510","4,214"
"200,510","5,005"
"200,510","5,025"
"200,512",34
"200,512","4,006"
"200,512","4,045"
"200,512","4,049"
"200,512","4,157"
"200,512","4,185"
"200,512","4,195"
"200,512","4,214"
"200,512","5,005"
"200,512","5,025"
"200,514",32
"200,514","4,006"
"200,514","4,045"
"200,514","4,049"
"200,514","4,157"
"200,514","4,185"
"200,514","4,195"
"200,514","4,214"
"200,514","5,005"
"200,514","5,025"
"200,515",33
"200,515","4,006"
"200,515","4,045"
"200,515","4,049"
"200,515","4,157"
"200,515","4,185"
"200,515","4,195"
"200,515","4,214"
"200,515","5,005"
"200,515","5,025"
"200,516",35
"200,516","4,006"
"200,516","4,045"
"200,516","4,049"
"200,516","4,157"
"200,516","4,185"
"200,516","4,195"
"200,516","4,214"
"200,516","5,005"
"200,516","5,025"
"200,517",36
"200,517","4,006"
"200,517","4,045"
"200,517","4,049"
"200,517","4,157"
"200,517","4,185"
"200,517","4,195"
"200,517","4,214"
"200,517","5,005"
"200,517","5,025"
"200,518",37
"200,518","4,006"
"200,518","4,045"
"200,518","4,049"
"200,518","4,157"
"200,518","4,185"
"200,518","4,195"
"200,518","4,214"
"200,518","5,005"
"200,518","5,025"
"200,520",39
"200,520","4,006"
"200,520","4,045"
"200,520","4,049"
"200,520","4,157"
"200,520","4,185"
"200,520","4,195"
"200,520","4,214"
"200,520","5,005"
"200,520","5,025"
"200,521",40
"200,521","4,006"
"200,521","4,045"
"200,521","4,049"
"200,521","4,157"
"200,521","4,185"
"200,521","4,195"
"200,521","4,214"
"200,521","5,005"
"200,521","5,025"
"200,522",41
"200,522","4,006"
"200,522","4,045"
"200,522","4,049"
"200,522","4,157"
"200,522","4,185"
"200,522","4,195"
"200,522","4,214"
"200,522","5,005"
"200,522","5,025"
"200,523",43
"200,523","4,006"
"200,523","4,045"
"200,523","4,049"
"200,523","4,157"
"200,523","4,185"
"200,523","4,195"
"200,523","4,214"
"200,523","5,005"
"200,523","5,025"
"200,525",44
"200,525","4,006"
"200,525","4,045"
"200,525","4,049"
"200,525","4,157"
"200,525","4,185"
"200,525","4,195"
"200,525","4,214"
"200,525","5,005"
"200,525","5,025"
"200,526",45
"200,526","4,006"
"200,526","4,045"
"200,526","4,049"
"200,526","4,157"
"200,526","4,185"
"200,526","4,195"
"200,526","4,214"
"200,526","5,005"
"200,526","5,025"
"200,528",47
"200,528","4,006"
"200,528","4,045"
"200,528","4,049"
"200,528","4,157"
"200,528","4,185"
"200,528","4,195"
"200,528","4,214"
"200,528","5,005"
"200,528","5,025"
"200,529",48
"200,529","4,006"
"200,529","4,045"
"200,529","4,049"
"200,529","4,157"
"200,529","4,185"
"200,529","4,195"
"200,529","4,214"
"200,529","5,005"
"200,529","5,025"
"200,530",49
"200,530","4,006"
"200,530","4,045"
"200,530","4,049"
"200,530","4,157"
"200,530","4,185"
"200,530","4,195"
"200,530","4,214"
"200,530","5,005"
"200,530","5,025"
"200,531",50
"200,531","4,006"
"200,531","4,045"
"200,531","4,049"
"200,531","4,157"
"200,531","4,185"
"200,531","4,195"
"200,531","4,214"
"200,531","5,005"
"200,531","5,025"
"200,532",51
"200,532","4,006"
"200,532","4,045"
"200,532","4,049"
"200,532","4,157"
"200,532","4,185"
"200,532","4,195"
"200,532","4,214"
"200,532","5,005"
"200,532","5,025"
"200,533",52
"200,533","4,006"
"200,533","4,045"
"200,533","4,049"
"200,533","4,157"
"200,533","4,185"
"200,533","4,195"
"200,533","4,214"
"200,533","5,005"
"200,533","5,025"
"200,534",53
"200,534","4,006"
"200,534","4,045"
"200,534","4,049"
"200,534","4,157"
"200,534","4,185"
"200,534","4,195"
"200,534","4,214"
"200,534","5,005"
"200,534","5,025"
"200,535",54
"200,535","4,006"
"200,535","4,045"
"200,535","4,049"
"200,535","4,157"
"200,535","4,185"
"200,535","4,195"
"200,535","4,214"
"200,535","5,005"
"200,535","5,025"
"200,536",55
"200,536","4,006"
"200,536","4,045"
"200,536","4,049"
"200,536","4,157"
"200,536","4,185"
"200,536","4,195"
"200,536","4,214"
"200,536","5,005"
"200,536","5,025"
"200,537",57
"200,537","4,006"
"200,537","4,045"
"200,537","4,049"
"200,537","4,157"
"200,537","4,185"
"200,537","4,195"
"200,537","4,214"
"200,537","5,005"
"200,537","5,025"
"200,538",58
"200,538","4,006"
"200,538","4,045"
"200,538","4,049"
"200,538","4,157"
"200,538","4,185"
"200,538","4,195"
"200,538","4,214"
"200,538","5,005"
"200,538","5,025"
"200,539",59
"200,539","4,000"
"200,539","5,005"
"200,540",60
"200,540","4,006"
"200,540","4,045"
"200,540","4,049"
"200,540","4,157"
"200,540","4,185"
"200,540","4,195"
"200,540","4,214"
"200,540","5,005"
"200,540","5,025"
"200,541",62
"200,541","4,006"
"200,541","4,045"
"200,541","4,049"
"200,541","4,157"
"200,541","4,185"
"200,541","4,195"
"200,541","4,214"
"200,541","5,005"
"200,541","5,025"
"200,542",63
"200,542","4,006"
"200,542","4,045"
"200,542","4,049"
"200,542","4,157"
"200,542","4,185"
"200,542","4,195"
"200,542","4,214"
"200,542","5,005"
"200,542","5,025"
"200,543",64
"200,543","4,006"
"200,543","4,045"
"200,543","4,049"
"200,543","4,157"
"200,543","4,175"
"200,543","4,185"
"200,543","4,195"
"200,543","4,214"
"200,543","5,005"
"200,543","5,025"
"200,544",65
"200,544","4,006"
"200,544","4,045"
"200,544","4,049"
"200,544","4,157"
"200,544","4,185"
"200,544","4,195"
"200,544","4,214"
"200,544","5,005"
"200,544","5,025"
"200,545",66
"200,545","4,006"
"200,545","4,045"
"200,545","4,049"
"200,545","4,157"
"200,545","4,185"
"200,545","4,195"
"200,545","4,214"
"200,545","5,005"
"200,545","5,025"
"200,547",68
"200,547","4,006"
"200,547","4,045"
"200,547","4,049"
"200,547","4,157"
"200,547","4,185"
"200,547","4,195"
"200,547","4,214"
"200,547","5,005"
"200,547","5,025"
"200,548",69
"200,548","4,006"
"200,548","4,045"
"200,548","4,049"
"200,548","4,157"
"200,548","4,185"
"200,548","4,195"
"200,548","4,214"
"200,548","5,005"
"200,548","5,025"
"200,549",70
"200,549","4,006"
"200,549","4,045"
"200,549","4,049"
"200,549","4,157"
"200,549","4,185"
"200,549","4,195"
"200,549","4,214"
"200,549","5,005"
"200,549","5,025"
"200,550",72
"200,550","4,006"
"200,550","4,045"
"200,550","4,049"
"200,550","4,157"
"200,550","4,185"
"200,550","4,195"
"200,550","4,214"
"200,550","5,005"
"200,550","5,025"
"200,551",73
"200,551","4,006"
"200,551","4,045"
"200,551","4,049"
"200,551","4,157"
"200,551","4,185"
"200,551","4,195"
"200,551","4,214"
"200,551","5,005"
"200,551","5,025"
"200,552",74
"200,552","4,006"
"200,552","4,045"
"200,552","4,049"
"200,552","4,157"
"200,552","4,185"
"200,552","4,195"
"200,552","4,214"
"200,552","5,005"
"200,552","5,025"
"200,553",75
"200,553","4,006"
"200,553","4,045"
"200,553","4,049"
"200,553","4,157"
"200,553","4,185"
"200,553","4,195"
"200,553","4,214"
"200,553","5,005"
"200,553","5,025"
"200,555",36
"200,555","4,002"
"200,555","4,003"
"200,555","4,016"
"200,555","4,021"
"200,555","4,025"
"200,555","4,027"
"200,555","4,122"
"200,555","4,157"
"200,555","4,174"
"200,555","4,184"
"200,555","4,197"
"200,555","5,005"
"200,555","5,024"
"200,555","5,025"
"200,555","5,044"
"200,555","5,045"
"200,555","5,053"
"200,555","5,074"
"200,555","5,077"
"200,555","5,133"
"200,555","5,161"
"200,555","5,164"
"200,555","5,167"
"200,555","5,184"
"200,555","5,185"
"200,555","5,194"
"200,555","5,235"
"200,555","5,245"
"200,561",1
"200,561","4,000"
"200,561","4,086"
"200,561","4,157"
"200,561","4,172"
"200,561","4,184"
"200,561","4,185"
"200,561","4,225"
"200,561","5,005"
"200,561","5,133"
"200,565",1
"200,565","4,016"
"200,565","4,122"
"200,565","5,076"
"200,565","5,133"
"200,574",47
"200,574","4,000"
"200,574","5,005"
"200,581",29
"200,581","4,000"
"200,581","5,024"
"200,581","5,043"
"200,591",8
"200,591",10
"200,591",12
"200,591",21
"200,591",23
"200,591",29
"200,591",31
"200,591",53
"200,591",56
"200,591",63
"200,591",70
"200,591","4,003"
"200,591","5,024"
"200,591","5,025"
"200,591","5,044"
"200,591","5,053"
"200,591","5,245"
"200,600",1
"200,600",3
"200,600",5
"200,600",8
"200,600",10
"200,600",12
"200,600",13
"200,600",18
"200,600",22
"200,600",23
"200,600",31
"200,600",35
"200,600",37
"200,600",44
"200,600",50
"200,600",53
"200,600",54
"200,600",58
"200,600",60
"200,600",63
"200,600",64
"200,600",68
"200,600",73
"200,600","4,000"
"200,600","5,005"
"200,600","5,024"
"200,600","5,025"
"200,600","5,043"
"200,600","5,053"
"200,600","5,074"
"200,600","5,167"
"200,600","5,196"
"200,600","5,245"
"200,600","6,101"
"200,600","6,103"
"200,600","6,106"
"200,600","6,107"
"200,600","6,108"
"200,600","6,110"
"200,600","6,112"
"200,600","6,113"
"200,600","6,114"
"200,600","6,600"
"200,600","7,100"
"200,600","8,100"
"200,601",61
"200,601","4,000"
"200,601","5,000"
"200,603",12
"200,603","4,016"
"200,603","4,122"
"200,603","5,000"
"200,603","5,025"
"200,603","5,196"
"200,603","6,103"
"200,603","6,601"
"200,603","6,602"
"200,603","6,603"
"200,603","7,107"
"200,603","8,100"
"200,604",12
"200,604","4,000"
"200,604","5,005"
"200,606",12
"200,606","4,000"
"200,606","5,005"
"200,609",1
"200,609","4,002"
"200,609","4,003"
"200,609","4,025"
"200,609","4,045"
"200,609","4,122"
"200,609","4,181"
"200,609","4,200"
"200,609","4,201"
"200,609","4,214"
"200,609","4,508"
"200,609","5,005"
"200,609","5,024"
"200,609","5,025"
"200,609","5,043"
"200,609","5,044"
"200,609","5,074"
"200,609","5,167"
"200,609","5,196"
"200,609","5,245"
"200,609","6,101"
"200,609","6,103"
"200,609","6,106"
"200,609","6,107"
"200,609","6,108"
"200,609","6,113"
"200,609","6,114"
"200,609","6,600"
"200,609","7,100"
"200,609","8,100"
"200,612",21
"200,612","4,045"
"200,612","4,200"
"200,612","4,201"
"200,612","5,005"
"200,612","5,196"
"200,612","6,100"
"200,612","6,601"
"200,612","6,602"
"200,612","7,101"
"200,612","7,103"
"200,612","7,104"
"200,612","8,100"
"200,614",58
"200,614",72
"200,614","4,045"
"200,614","4,122"
"200,614","4,186"
"200,614","5,000"
"200,614","6,103"
"200,614","6,601"
"200,614","6,602"
"200,614","6,603"
"200,614","6,604"
"200,614","7,100"
"200,614","8,100"
"200,616",1
"200,616","4,044"
"200,616","4,047"
"200,616","4,122"
"200,616","4,203"
"200,616","5,025"
"200,616","5,026"
"200,616","5,046"
"200,624",4
"200,624",27
"200,624",39
"200,624",47
"200,624",57
"200,624",58
"200,624",72
"200,624",74
"200,624","4,003"
"200,624","4,016"
"200,624","4,044"
"200,624","4,045"
"200,624","4,053"
"200,624","4,075"
"200,624","4,157"
"200,624","4,181"
"200,624","4,186"
"200,624","4,203"
"200,624","4,214"
"200,624","4,508"
"200,624","5,024"
"200,624","5,025"
"200,624","5,044"
"200,624","5,164"
"200,624","5,196"
"200,624","5,245"
"200,624","6,103"
"200,624","6,600"
"200,624","7,100"
"200,624","8,101"
"200,624","8,102"
"200,696",28
"200,696",43
"200,696",61
"200,696","4,000"
"200,696","5,024"
"200,696","5,025"
"200,696","5,026"
"200,696","5,046"
"200,696","5,194"
"200,696","5,196"
"200,696","5,245"
"200,696","6,106"
"200,696","6,108"
"200,696","6,110"
"200,696","6,600"
"200,696","7,100"
"200,696","8,100"
"200,696","8,103"
"200,696","8,106"
"200,697",1
"200,697","4,000"
"200,697","5,002"
"200,697","5,025"
"200,697","5,046"
"200,697","5,183"
"200,697","5,187"
"200,702",65
"200,702","4,003"
"200,702","4,085"
"200,702","4,122"
"200,702","4,214"
"200,702","5,000"
"200,702","6,100"
"200,702","6,601"
"200,702","6,602"
"200,702","7,100"
"200,702","8,100"
"200,719",1
"200,719","4,044"
"200,719","4,045"
"200,719","4,122"
"200,719","5,026"
"200,719","5,046"
"200,722",1
"200,722","4,044"
"200,722","4,049"
"200,722","5,026"
"200,723",1
"200,723","4,006"
"200,723","5,025"
"200,723","5,047"
"200,723","5,076"
"200,723","5,133"
"200,723","5,196"
"200,723","5,210"
"200,723","6,103"
"200,723","6,602"
"200,723","7,100"
"200,723","8,103"
"200,727",27
"200,727",39
"200,727",47
"200,727",58
"200,727",72
"200,727",74
"200,727","4,000"
"200,727","5,026"
"200,727","5,046"
"200,728",1
"200,728",10
"200,728","4,044"
"200,728","4,174"
"200,728","4,203"
"200,728","5,026"
"200,728","5,046"
"200,730",13
"200,730",25
"200,730",75
"200,730","4,044"
"200,730","4,045"
"200,730","5,026"
"200,730","5,046"
"200,731",1
"200,731","4,003"
"200,731","4,028"
"200,731","4,045"
"200,731","4,075"
"200,731","5,024"
"200,731","5,164"
"200,731","5,196"
"200,731","5,245"
"200,731","6,102"
"200,731","6,600"
"200,731","7,100"
"200,731","8,100"
"200,737",1
"200,737","4,044"
"200,737","4,174"
"200,737","5,025"
"200,737","5,026"
"200,737","5,046"
"200,739",1
"200,739","4,000"
"200,739","5,018"
"200,739","5,026"
"200,739","5,046"
"200,740",1
"200,740","4,044"
"200,740","4,045"
"200,740","4,049"
"200,740","4,122"
"200,740","5,026"
"200,740","5,046"
"200,740","5,133"
"200,745",1
"200,745","4,049"
"200,745","5,026"
"200,745","5,046"
"200,745","5,133"
"200,750",2
"200,750",34
"200,750",60
"200,750",64
"200,750","4,000"
"200,750","5,004"
"200,750","5,005"
"200,750","5,024"
"200,750","5,025"
"200,750","5,027"
"200,750","5,028"
"200,750","5,035"
"200,750","5,043"
"200,750","5,044"
"200,750","5,046"
"200,750","5,047"
"200,750","5,053"
"200,750","5,062"
"200,750","5,074"
"200,750","5,076"
"200,750","5,077"
"200,750","5,085"
"200,750","5,164"
"200,750","5,168"
"200,750","5,181"
"200,750","5,185"
"200,750","5,187"
"200,750","5,194"
"200,750","5,195"
"200,750","5,196"
"200,750","5,235"
"200,750","5,245"
"200,750","6,101"
"200,750","6,103"
"200,750","6,105"
"200,750","6,106"
"200,750","6,107"
"200,750","6,108"
"200,750","6,109"
"200,750","6,110"
"200,750","6,111"
"200,750","6,112"
"200,750","6,113"
"200,750","6,114"
"200,750","6,600"
"200,750","7,100"
"200,750","8,100"
"200,755",26
"200,755",28
"200,755",43
"200,755",61
"200,755",71
"200,755","4,000"
"200,755","5,005"
"200,755","5,024"
"200,755","5,043"
"200,755","5,074"
"200,755","5,076"
"200,755","5,196"
"200,755","5,245"
"200,755","6,101"
"200,755","6,102"
"200,755","6,103"
"200,755","6,600"
"200,755","7,100"
"200,755","8,100"
"200,758",71
"200,758","4,000"
"200,758","5,024"
"200,758","5,025"
"200,758","5,027"
"200,758","5,035"
"200,758","5,043"
"200,758","5,044"
"200,758","5,047"
"200,758","5,053"
"200,758","5,074"
"200,758","5,085"
"200,758","5,162"
"200,758","5,164"
"200,758","5,167"
"200,758","5,181"
"200,758","5,245"
"200,758","6,101"
"200,758","6,103"
"200,758","6,105"
"200,758","6,602"
"200,758","7,100"
"200,758","8,100"
"200,758","8,102"
"200,759",71
"200,759","4,006"
"200,759","4,045"
"200,759","4,049"
"200,759","4,157"
"200,759","4,185"
"200,759","4,195"
"200,759","4,214"
"200,759","5,005"
"200,761",71
"200,761","4,000"
"200,761","5,005"
"200,761","5,024"
"200,761","5,025"
"200,761","5,164"
"200,761","5,196"
"200,761","5,245"
"200,761","6,103"
"200,761","6,601"
"200,761","6,602"
"200,761","7,100"
"200,761","8,100"
"200,766",71
"200,766","4,000"
"200,766","4,047"
"200,766","4,194"
"200,766","5,018"
"200,766","5,214"
"200,766","6,103"
"200,766","6,601"
"200,766","6,602"
"200,766","6,603"
"200,766","6,604"
"200,766","7,100"
"200,766","8,100"
"200,774",38
"200,774","4,045"
"200,774","4,175"
"200,774","4,181"
"200,774","4,195"
"200,774","5,025"
"200,774","5,044"
"200,785",37
"200,785","4,000"
"200,785","5,000"
"200,785","6,101"
"200,785","6,103"
"200,785","6,105"
"200,785","6,106"
"200,785","6,107"
"200,785","6,108"
"200,785","6,109"
"200,785","6,110"
"200,785","6,111"
"200,785","6,112"
"200,785","6,113"
"200,785","6,114"
"200,785","6,600"
"200,785","7,100"
"200,785","8,100"
"200,787",24
"200,787","4,045"
"200,787","4,200"
"200,787","4,201"
"200,787","5,245"
"200,788",8
"200,788",44
"200,788",53
"200,788","4,000"
"200,788","5,004"
"200,788","5,005"
"200,788","5,024"
"200,788","5,025"
"200,788","5,027"
"200,788","5,043"
"200,788","5,046"
"200,788","5,074"
"200,788","5,076"
"200,788","5,085"
"200,788","5,164"
"200,788","5,183"
"200,788","5,184"
"200,788","5,185"
"200,788","5,195"
"200,788","5,245"
"200,791",53
"200,791","4,016"
"200,791","4,115"
"200,791","4,122"
"200,791","5,025"
"200,792",53
"200,792","4,016"
"200,792","4,017"
"200,792","4,076"
"200,792","4,115"
"200,792","4,122"
"200,792","4,184"
"200,792","4,195"
"200,792","5,025"
"200,792","5,043"
"200,792","5,045"
"200,792","5,046"
"200,792","5,187"
"200,794",1
"200,794","4,027"
"200,794","4,045"
"200,794","4,203"
"200,794","5,025"
"200,794","5,047"
"200,794","5,053"
"200,794","5,074"
"200,794","5,187"
"200,794","5,245"
"200,795",12
"200,795","4,045"
"200,795","4,157"
"200,795","4,181"
"200,795","4,195"
"200,795","5,000"
"200,795","6,100"
"200,795","6,601"
"200,795","6,602"
"200,795","6,603"
"200,795","7,101"
"200,795","7,102"
"200,795","7,108"
"200,795","7,109"
"200,795","7,112"
"200,795","8,100"
"200,804",1
"200,804","4,000"
"200,804","5,000"
"200,804","5,024"
"200,804","5,025"
"200,804","5,046"
"200,804","5,074"
"200,804","5,133"
"200,804","5,161"
"200,804","5,162"
"200,808",1
"200,808","4,000"
"200,808","5,024"
"200,808","5,025"
"200,808","5,026"
"200,808","5,043"
"200,808","5,046"
"200,816",18
"200,816",20
"200,816",33
"200,816",40
"200,816",48
"200,816",51
"200,816",59
"200,816",62
"200,816",65
"200,816",69
"200,816","4,195"
"200,816","5,074"
"200,818",1
"200,818","4,025"
"200,818","4,184"
"200,818","4,186"
"200,818","5,024"
"200,827",71
"200,827","4,000"
"200,827","4,044"
"200,827","4,053"
"200,827","4,181"
"200,827","4,195"
"200,827","4,203"
"200,827","5,025"
"200,827","5,026"
"200,827","5,046"
"200,829",19
"200,829","4,000"
"200,829","5,000"
"200,829","5,005"
"200,829","5,043"
"200,829","5,044"
"200,829","5,074"
"200,829","5,245"
"200,829","6,101"
"200,829","6,103"
"200,829","6,105"
"200,829","6,106"
"200,829","6,107"
"200,829","6,108"
"200,829","6,109"
"200,829","6,110"
"200,829","6,111"
"200,829","6,112"
"200,829","6,113"
"200,829","6,600"
"200,829","7,100"
"200,829","8,100"
"200,831",1
"200,831","4,003"
"200,831","4,025"
"200,831","4,045"
"200,831","4,181"
"200,831","5,024"
"200,841",6
"200,841",19
"200,841",29
"200,841",32
"200,841",55
"200,841",61
"200,841",71
"200,841","4,000"
"200,841","5,005"
"200,841","5,024"
"200,841","5,025"
"200,841","5,043"
"200,841","5,044"
"200,841","5,074"
"200,841","5,167"
"200,841","5,196"
"200,841","5,245"
"200,841","6,101"
"200,841","6,103"
"200,841","6,106"
"200,841","6,107"
"200,841","6,108"
"200,841","6,113"
"200,841","6,114"
"200,841","6,600"
"200,841","7,100"
"200,841","8,100"
"200,847",1
"200,847","4,000"
"200,847","5,005"
"200,847","5,043"
"200,847","5,133"
"200,847","5,214"
"200,850",1
"200,850","4,003"
"200,850","4,045"
"200,850","5,074"
"200,850","5,133"
"200,853",57
"200,853",62
"200,853","4,000"
"200,853","5,026"
"200,853","5,046"
"200,856",1
"200,856","4,003"
"200,856","4,045"
"200,856","5,000"
"200,857",23
"200,857","4,000"
"200,857","5,196"
"200,857","6,103"
"200,857","6,106"
"200,857","6,107"
"200,857","6,108"
"200,857","6,110"
"200,857","6,111"
"200,857","6,112"
"200,857","6,601"
"200,857","6,602"
"200,857","7,101"
"200,857","7,102"
"200,857","8,100"
"200,858",44
"200,858","4,000"
"200,858","5,000"
"200,859",62
"200,859","4,000"
"200,859","5,000"
"200,869",62
"200,869","4,000"
"200,869","5,046"
"200,873",13
"200,873",75
"200,873","4,000"
"200,873","5,005"
"200,873","5,024"
"200,873","5,025"
"200,873","5,043"
"200,873","5,044"
"200,873","5,074"
"200,873","5,196"
"200,873","5,245"
"200,873","6,101"
"200,873","6,103"
"200,873","6,106"
"200,873","6,107"
"200,873","6,108"
"200,873","6,113"
"200,873","6,114"
"200,873","6,600"
"200,873","7,100"
"200,873","8,100"
"200,876",18
"200,876",62
"200,876","4,000"
"200,876","5,000"
"200,876","5,025"
"200,876","5,043"
"200,876","5,074"
"200,876","5,245"
"200,879",1
"200,879","4,000"
"200,879","5,026"
"200,879","5,043"
"200,879","5,046"
"200,880",64
"200,880","4,017"
"200,880","4,028"
"200,880","4,045"
"200,880","4,049"
"200,880","4,157"
"200,880","4,181"
"200,880","4,195"
"200,880","4,197"
"200,880","4,200"
"200,880","5,196"
"200,880","6,101"
"200,880","6,103"
"200,880","6,105"
"200,880","6,106"
"200,880","6,107"
"200,880","6,108"
"200,880","6,109"
"200,880","6,110"
"200,880","6,111"
"200,880","6,112"
"200,880","6,113"
"200,880","6,114"
"200,880","6,601"
"200,880","6,602"
"200,880","7,100"
"200,880","8,100"
"200,883",37
"200,883",50
"200,883",54
"200,883","4,000"
"200,883","5,000"
"200,885",1
"200,885","4,000"
"200,885","5,235"
"200,887",1
"200,887","4,000"
"200,887","5,024"
"200,887","5,053"
"200,887","5,162"
"200,889",1
"200,889","4,045"
"200,889","4,154"
"200,889","4,181"
"200,889","4,195"
"200,889","4,197"
"200,889","4,200"
"200,889","4,201"
"200,889","5,024"
"200,889","5,245"
"200,892",45
"200,892","4,200"
"200,892","4,508"
"200,892","5,196"
"200,892","6,101"
"200,892","6,103"
"200,892","6,106"
"200,892","6,107"
"200,892","6,108"
"200,892","6,109"
"200,892","6,110"
"200,892","6,111"
"200,892","6,112"
"200,892","6,113"
"200,892","6,114"
"200,892","6,601"
"200,892","6,602"
"200,892","7,104"
"200,892","8,101"
"200,892","8,102"
"200,892","8,104"
"200,892","8,105"
"200,892","8,106"
"200,893",1
"200,893","4,003"
"200,893","5,000"
"200,902",62
"200,902","4,000"
"200,902","5,000"
"200,905",2
"200,905","4,016"
"200,905","4,045"
"200,905","4,186"
"200,905","5,025"
"200,905","6,100"
"200,905","6,601"
"200,905","6,602"
"200,905","7,101"
"200,905","7,106"
"200,905","7,107"
"200,905","7,108"
"200,905","7,109"
"200,905","7,112"
"200,905","8,100"
"200,906",2
"200,906","4,025"
"200,906","5,024"
"200,906","5,245"
"200,910",49
"200,910","4,016"
"200,910","4,045"
"200,910","4,122"
"200,910","5,076"
"200,914",1
"200,914","4,003"
"200,914","4,045"
"200,914","4,154"
"200,914","4,181"
"200,914","4,195"
"200,914","5,005"
"200,914","5,018"
"200,914","5,024"
"200,914","5,025"
"200,914","5,026"
"200,914","5,043"
"200,914","5,045"
"200,914","5,196"
"200,914","5,245"
"200,914","6,105"
"200,914","6,604"
"200,914","7,100"
"200,914","8,100"
"200,914","8,103"
"200,919",16
"200,919",23
"200,919",44
"200,919",53
"200,919","4,002"
"200,919","4,045"
"200,919","4,049"
"200,919","4,154"
"200,919","4,195"
"200,919","4,197"
"200,919","4,200"
"200,919","4,201"
"200,919","4,508"
"200,919","5,005"
"200,920",1
"200,920","4,045"
"200,920","5,024"
"200,920","5,164"
"200,921",68
"200,921","4,000"
"200,921","5,000"
"200,921","6,111"
"200,921","6,601"
"200,921","7,100"
"200,921","8,100"
"200,921","8,102"
"200,921","8,103"
"200,922",1
"200,922","4,045"
"200,922","4,053"
"200,922","4,076"
"200,922","4,157"
"200,922","4,172"
"200,922","4,174"
"200,922","4,194"
"200,922","4,201"
"200,922","5,043"
"200,922","5,047"
"200,922","5,076"
"200,927",72
"200,927","4,003"
"200,927","4,006"
"200,927","4,044"
"200,927","4,045"
"200,927","4,185"
"200,927","5,005"
"200,927","5,024"
"200,927","5,025"
"200,927","5,027"
"200,927","5,028"
"200,927","5,043"
"200,927","5,044"
"200,927","5,047"
"200,927","5,053"
"200,927","5,074"
"200,927","5,076"
"200,927","5,162"
"200,927","5,164"
"200,927","5,184"
"200,927","5,186"
"200,927","5,195"
"200,927","5,245"
"200,929",1
"200,929","4,047"
"200,929","4,049"
"200,929","4,076"
"200,929","4,181"
"200,929","4,188"
"200,929","4,195"
"200,929","4,197"
"200,929","4,200"
"200,929","5,043"
"200,929","5,045"
"200,929","5,074"
"200,929","5,192"
"200,935",1
"200,935","4,003"
"200,935","4,045"
"200,935","4,049"
"200,935","4,056"
"200,935","5,005"
"200,936",1
"200,936","4,003"
"200,936","4,045"
"200,936","4,049"
"200,936","4,056"
"200,936","5,005"
"200,937",71
"200,937","4,002"
"200,937","4,016"
"200,937","5,004"
"200,937","5,024"
"200,937","5,025"
"200,937","5,027"
"200,937","5,028"
"200,937","5,035"
"200,937","5,043"
"200,937","5,044"
"200,937","5,045"
"200,937","5,047"
"200,937","5,053"
"200,937","5,062"
"200,937","5,074"
"200,937","5,077"
"200,937","5,085"
"200,937","5,133"
"200,937","5,161"
"200,937","5,162"
"200,937","5,164"
"200,937","5,167"
"200,937","5,168"
"200,937","5,181"
"200,937","5,185"
"200,937","5,186"
"200,937","5,194"
"200,937","5,195"
"200,937","5,210"
"200,937","5,235"
"200,937","5,245"
"200,940",71
"200,940","4,000"
"200,940","5,024"
"200,940","5,043"
"200,940","5,245"
"200,942",71
"200,942","4,076"
"200,942","4,214"
"200,942","5,000"
"200,947",1
"200,947","4,044"
"200,947","4,122"
"200,947","5,026"
"200,947","5,046"
"200,947","5,076"
"200,947","5,133"
"200,955",8
"200,955","4,197"
"200,955","4,200"
"200,955","4,508"
"200,955","5,196"
"200,955","6,101"
"200,955","6,103"
"200,955","6,106"
"200,955","6,107"
"200,955","6,109"
"200,955","6,110"
"200,955","6,111"
"200,955","6,112"
"200,955","6,113"
"200,955","6,600"
"200,955","7,104"
"200,955","8,101"
"200,955","8,102"
"200,955","8,105"
"200,955","8,106"
"200,959",1
"200,959","4,000"
"200,959","5,005"
"200,959","5,024"
"200,959","5,026"
"200,959","5,043"
