Company ID,description,type
"33,025",Automotive,activity
"33,025",Cancer,keyword
"33,025",National,region
"33,027",Community Development,keyword
"33,027",Health,keyword
"33,027",National,region
"33,027",Taranaki,region
"33,032",Advertising and Marketing,activity
"33,032",Arts,keyword
"33,032",Community Organisations and Charities,keyword
"33,032",Health,keyword
"33,032",Media,activity
"33,032",National,region
"33,033",Arts,keyword
"33,033",Community Development,keyword
"33,033",International,region
"33,033",Music,keyword
"33,033",National,region
"33,033",Recreation and Leisure,keyword
"33,033",Recruitment,keyword
"33,039",Arts,keyword
"33,039",Community Organisations and Charities,keyword
"33,039",Gaming,activity
"33,039",National,region
"33,039",Sports,keyword
"33,039",Travel and Tourism,activity
"33,055",Agriculture and Forestry,keyword
"33,055",Community Development,keyword
"33,055",Environment,keyword
"33,055",Financial Services,activity
"33,055",Health,keyword
"33,055",National,region
"33,055",Recruitment,keyword
"33,083",Auckland,region
"33,083",ICT,keyword
"33,083",Information Technology,activity
"33,083",National,region
"33,083",Wellington,region
